date,month_year,category,product,market,forecast_demand,actual_demand,stock_available,stock_cover_weeks,reorder_point,lead_time_days,stockout_risk,overstock_risk,unit_cost_usd
2023-10-29,Oct 2023,Fine Jewellery,Cactus de Cartier,Japan,182,226,164,2.9,54,20,Low,Low,11209.82
2023-11-28,Nov 2023,Fine Jewellery,Cactus de Cartier,Japan,136,113,168,5.9,40,109,Low,Medium,8826.31
2023-12-28,Dec 2023,Fine Jewellery,Cactus de Cartier,Japan,234,213,298,5.6,54,110,Low,Medium,21669.99
2024-01-27,Jan 2024,Fine Jewellery,Cactus de Cartier,Japan,273,311,207,2.7,58,61,Medium,Low,9480.57
2024-02-26,Feb 2024,Fine Jewellery,Cactus de Cartier,Japan,250,284,219,3.1,53,120,Low,Low,4290.12
2024-03-27,Mar 2024,Fine Jewellery,Cactus de Cartier,Japan,171,206,221,4.3,51,37,Low,Medium,25430.38
2024-04-26,Apr 2024,Fine Jewellery,Cactus de Cartier,Japan,184,202,236,4.7,55,51,Low,Medium,5925.61
2024-05-26,May 2024,Fine Jewellery,Cactus de Cartier,Japan,130,153,145,3.8,39,55,Low,Low,24971.97
2024-06-25,Jun 2024,Fine Jewellery,Cactus de Cartier,Japan,144,149,166,4.5,51,104,Low,Low,9624.17
2024-07-25,Jul 2024,Fine Jewellery,Cactus de Cartier,Japan,139,142,180,5.1,49,15,Low,Medium,29929.22
2024-08-24,Aug 2024,Fine Jewellery,Cactus de Cartier,Japan,169,142,137,3.9,50,78,Low,Low,18345.53
2024-09-23,Sep 2024,Fine Jewellery,Cactus de Cartier,Japan,65,80,65,3.2,19,62,Low,Low,12021.97
2024-10-23,Oct 2024,Fine Jewellery,Cactus de Cartier,Japan,124,147,93,2.5,37,101,Medium,Low,9919.1
2024-11-22,Nov 2024,Fine Jewellery,Cactus de Cartier,Japan,74,78,94,4.8,22,24,Low,Medium,11429.62
2023-07-01,Jul 2023,Fine Jewellery,Cactus de Cartier,South Korea,23,27,27,4.0,8,105,Low,Low,12994.81
2023-07-31,Jul 2023,Fine Jewellery,Cactus de Cartier,South Korea,78,97,74,3.1,27,32,Low,Low,21168.92
2023-08-30,Aug 2023,Fine Jewellery,Cactus de Cartier,South Korea,198,191,204,4.3,59,72,Low,Low,8968.41
2023-09-29,Sep 2023,Fine Jewellery,Cactus de Cartier,South Korea,125,151,121,3.2,37,101,Low,Low,12708.61
2023-10-29,Oct 2023,Fine Jewellery,Cactus de Cartier,South Korea,127,124,113,3.6,38,59,Low,Low,11198.81
2023-11-28,Nov 2023,Fine Jewellery,Cactus de Cartier,South Korea,139,114,151,5.3,41,66,Low,Low,14598.08
2023-12-28,Dec 2023,Fine Jewellery,Cactus de Cartier,South Korea,106,127,120,3.8,24,33,Low,Low,7958.05
2024-01-27,Jan 2024,Fine Jewellery,Cactus de Cartier,South Korea,186,190,174,3.7,39,58,Low,Low,13343.52
2024-02-26,Feb 2024,Fine Jewellery,Cactus de Cartier,South Korea,107,106,120,4.5,23,22,Low,Low,15742.75
2024-03-27,Mar 2024,Fine Jewellery,Cactus de Cartier,South Korea,88,74,116,6.3,26,82,Low,Medium,28378.5
2024-04-26,Apr 2024,Fine Jewellery,Cactus de Cartier,South Korea,199,178,238,5.3,59,56,Low,Low,2541.52
2024-05-26,May 2024,Fine Jewellery,Cactus de Cartier,South Korea,50,60,55,3.7,15,83,Low,Low,19388.97
2024-06-25,Jun 2024,Fine Jewellery,Cactus de Cartier,South Korea,157,161,147,3.7,55,52,Low,Low,17295.39
2024-07-25,Jul 2024,Fine Jewellery,Cactus de Cartier,South Korea,102,120,131,4.4,36,53,Low,Medium,13729.32
2024-08-24,Aug 2024,Fine Jewellery,Cactus de Cartier,South Korea,77,84,98,4.7,23,30,Low,Medium,16814.63
2024-09-23,Sep 2024,Fine Jewellery,Cactus de Cartier,South Korea,70,59,78,5.3,21,94,Low,Low,5539.28
2024-10-23,Oct 2024,Fine Jewellery,Cactus de Cartier,South Korea,129,160,129,3.2,38,43,Low,Low,29999.94
2024-11-22,Nov 2024,Fine Jewellery,Cactus de Cartier,South Korea,199,240,208,3.5,59,77,Low,Low,23096.26
2023-07-01,Jul 2023,Fine Jewellery,Cactus de Cartier,Australia,62,69,61,3.5,22,47,Low,Low,14596.81
2023-07-31,Jul 2023,Fine Jewellery,Cactus de Cartier,Australia,97,95,74,3.1,34,34,Medium,Low,5997.16
2023-08-30,Aug 2023,Fine Jewellery,Cactus de Cartier,Australia,193,176,250,5.7,57,104,Low,Medium,8772.52
2023-09-29,Sep 2023,Fine Jewellery,Cactus de Cartier,Australia,139,154,153,4.0,41,25,Low,Low,14479.0
2023-10-29,Oct 2023,Fine Jewellery,Cactus de Cartier,Australia,72,67,76,4.5,21,23,Low,Low,2235.13
2023-11-28,Nov 2023,Fine Jewellery,Cactus de Cartier,Australia,190,234,170,2.9,57,80,Low,Low,19677.46
2023-12-28,Dec 2023,Fine Jewellery,Cactus de Cartier,Australia,36,40,34,3.4,8,111,Low,Low,13405.29
2024-01-27,Jan 2024,Fine Jewellery,Cactus de Cartier,Australia,156,170,195,4.6,33,19,Low,Medium,16684.66
2024-02-26,Feb 2024,Fine Jewellery,Cactus de Cartier,Australia,249,260,244,3.8,53,64,Low,Low,17706.6
2024-03-27,Mar 2024,Fine Jewellery,Cactus de Cartier,Australia,103,101,112,4.4,30,22,Low,Low,2722.98
2024-04-26,Apr 2024,Fine Jewellery,Cactus de Cartier,Australia,163,194,173,3.6,48,41,Low,Low,17326.14
2024-05-26,May 2024,Fine Jewellery,Cactus de Cartier,Australia,32,37,38,4.1,9,26,Low,Low,28054.98
2024-06-25,Jun 2024,Fine Jewellery,Cactus de Cartier,Australia,108,125,106,3.4,38,55,Low,Low,9596.74
2024-07-25,Jul 2024,Fine Jewellery,Cactus de Cartier,Australia,145,157,174,4.4,51,15,Low,Low,9786.24
2024-08-24,Aug 2024,Fine Jewellery,Cactus de Cartier,Australia,30,28,34,4.9,9,47,Low,Low,29871.11
2024-09-23,Sep 2024,Fine Jewellery,Cactus de Cartier,Australia,158,164,212,5.2,47,114,Low,Medium,22043.15
2024-10-23,Oct 2024,Fine Jewellery,Cactus de Cartier,Australia,101,103,79,3.1,30,41,Medium,Low,16846.18
2024-11-22,Nov 2024,Fine Jewellery,Cactus de Cartier,Australia,61,58,56,3.9,18,120,Low,Low,8999.48
2023-07-01,Jul 2023,Fine Jewellery,Cactus de Cartier,Singapore,138,163,139,3.4,48,117,Low,Low,7263.99
2023-07-31,Jul 2023,Fine Jewellery,Cactus de Cartier,Singapore,149,128,118,3.7,52,49,Medium,Low,21453.97
2023-08-30,Aug 2023,Fine Jewellery,Cactus de Cartier,Singapore,138,161,133,3.3,41,95,Low,Low,12952.8
2023-09-29,Sep 2023,Fine Jewellery,Cactus de Cartier,Singapore,79,67,83,5.0,23,24,Low,Low,13219.57
2023-10-29,Oct 2023,Fine Jewellery,Cactus de Cartier,Singapore,183,165,147,3.6,54,72,Low,Low,8406.98
2023-11-28,Nov 2023,Fine Jewellery,Cactus de Cartier,Singapore,168,176,151,3.4,50,87,Low,Low,23276.23
2023-12-28,Dec 2023,Fine Jewellery,Cactus de Cartier,Singapore,45,42,34,3.2,10,104,Medium,Low,8408.93
2024-01-27,Jan 2024,Fine Jewellery,Cactus de Cartier,Singapore,187,166,176,4.2,40,37,Low,Low,5027.35
2024-02-26,Feb 2024,Fine Jewellery,Cactus de Cartier,Singapore,103,126,82,2.6,22,115,Medium,Low,6431.2
2024-03-27,Mar 2024,Fine Jewellery,Cactus de Cartier,Singapore,104,93,111,4.8,31,14,Low,Low,12326.96
2024-04-26,Apr 2024,Fine Jewellery,Cactus de Cartier,Singapore,181,208,207,4.0,54,71,Low,Low,2447.04
2024-05-26,May 2024,Fine Jewellery,Cactus de Cartier,Singapore,127,151,113,3.0,38,29,Low,Low,20756.23
2024-06-25,Jun 2024,Fine Jewellery,Cactus de Cartier,Singapore,107,108,81,3.0,37,100,Medium,Low,17948.82
2024-07-25,Jul 2024,Fine Jewellery,Cactus de Cartier,Singapore,145,135,128,3.8,51,55,Low,Low,29541.32
2024-08-24,Aug 2024,Fine Jewellery,Cactus de Cartier,Singapore,82,100,107,4.3,24,23,Low,Medium,13085.03
2024-09-23,Sep 2024,Fine Jewellery,Cactus de Cartier,Singapore,117,106,89,3.4,35,100,Medium,Low,28798.72
2024-10-23,Oct 2024,Fine Jewellery,Cactus de Cartier,Singapore,197,218,172,3.2,59,37,Low,Low,6913.18
2024-11-22,Nov 2024,Fine Jewellery,Cactus de Cartier,Singapore,152,156,154,3.9,45,19,Low,Low,16960.88
2023-07-01,Jul 2023,Fine Jewellery,Cactus de Cartier,Hong Kong,29,23,34,5.9,10,48,Low,Low,29133.55
2023-07-31,Jul 2023,Fine Jewellery,Cactus de Cartier,Hong Kong,52,58,62,4.3,18,49,Low,Low,5394.11
2023-08-30,Aug 2023,Fine Jewellery,Cactus de Cartier,Hong Kong,50,51,54,4.2,15,42,Low,Low,18164.58
2023-09-29,Sep 2023,Fine Jewellery,Cactus de Cartier,Hong Kong,41,44,42,3.8,12,58,Low,Low,16550.73
2023-10-29,Oct 2023,Fine Jewellery,Cactus de Cartier,Hong Kong,199,193,259,5.4,59,75,Low,Medium,13711.94
2023-11-28,Nov 2023,Fine Jewellery,Cactus de Cartier,Hong Kong,160,131,122,3.7,48,76,Medium,Low,7449.9
2023-12-28,Dec 2023,Fine Jewellery,Cactus de Cartier,Hong Kong,200,186,201,4.3,46,48,Low,Low,8117.92
2024-01-27,Jan 2024,Fine Jewellery,Cactus de Cartier,Hong Kong,40,38,40,4.2,8,50,Low,Low,9071.02
2024-02-26,Feb 2024,Fine Jewellery,Cactus de Cartier,Hong Kong,155,135,139,4.1,33,95,Low,Low,16088.43
2024-03-27,Mar 2024,Fine Jewellery,Cactus de Cartier,Hong Kong,90,73,81,4.4,27,83,Low,Low,2776.73
2024-04-26,Apr 2024,Fine Jewellery,Cactus de Cartier,Hong Kong,200,227,220,3.9,60,43,Low,Low,1687.98
2024-05-26,May 2024,Fine Jewellery,Cactus de Cartier,Hong Kong,133,152,137,3.6,39,115,Low,Low,21872.0
2024-06-25,Jun 2024,Fine Jewellery,Cactus de Cartier,Hong Kong,70,80,71,3.5,24,111,Low,Low,28717.34
2024-07-25,Jul 2024,Fine Jewellery,Cactus de Cartier,Hong Kong,27,27,29,4.3,9,44,Low,Low,18664.99
2024-08-24,Aug 2024,Fine Jewellery,Cactus de Cartier,Hong Kong,110,119,127,4.3,33,41,Low,Low,23793.57
2024-09-23,Sep 2024,Fine Jewellery,Cactus de Cartier,Hong Kong,27,32,26,3.2,8,46,Low,Low,14145.94
2024-10-23,Oct 2024,Fine Jewellery,Cactus de Cartier,Hong Kong,124,101,151,6.0,37,113,Low,Medium,28106.01
2024-11-22,Nov 2024,Fine Jewellery,Cactus de Cartier,Hong Kong,195,186,226,4.9,58,103,Low,Low,10335.91
2023-07-01,Jul 2023,Fine Jewellery,Cactus de Cartier,Thailand,49,47,42,3.6,17,47,Low,Low,18039.65
2023-07-31,Jul 2023,Fine Jewellery,Cactus de Cartier,Thailand,22,20,24,4.8,7,26,Low,Low,20048.45
2023-08-30,Aug 2023,Fine Jewellery,Cactus de Cartier,Thailand,50,51,51,4.0,15,112,Low,Low,16335.75
2023-09-29,Sep 2023,Fine Jewellery,Cactus de Cartier,Thailand,90,94,82,3.5,27,24,Low,Low,12448.9
2023-10-29,Oct 2023,Fine Jewellery,Cactus de Cartier,Thailand,41,45,52,4.6,12,100,Low,Medium,14398.32
2023-11-28,Nov 2023,Fine Jewellery,Cactus de Cartier,Thailand,196,185,195,4.2,58,30,Low,Low,13229.57
2023-12-28,Dec 2023,Fine Jewellery,Cactus de Cartier,Thailand,172,151,208,5.5,39,110,Low,Medium,22431.61
2024-01-27,Jan 2024,Fine Jewellery,Cactus de Cartier,Thailand,228,269,216,3.2,48,84,Low,Low,12431.1
2024-02-26,Feb 2024,Fine Jewellery,Cactus de Cartier,Thailand,110,98,92,3.8,23,26,Low,Low,4669.51
2024-03-27,Mar 2024,Fine Jewellery,Cactus de Cartier,Thailand,67,70,53,3.0,20,49,Medium,Low,15251.06
2024-04-26,Apr 2024,Fine Jewellery,Cactus de Cartier,Thailand,101,105,96,3.7,30,90,Low,Low,18438.61
2024-05-26,May 2024,Fine Jewellery,Cactus de Cartier,Thailand,65,79,79,4.0,19,120,Low,Medium,16695.27
2024-06-25,Jun 2024,Fine Jewellery,Cactus de Cartier,Thailand,131,133,100,3.0,46,89,Medium,Low,13435.35
2024-07-25,Jul 2024,Fine Jewellery,Cactus de Cartier,Thailand,69,63,81,5.1,24,45,Low,Low,5841.65
2024-08-24,Aug 2024,Fine Jewellery,Cactus de Cartier,Thailand,71,62,92,5.9,21,76,Low,Medium,27806.23
2024-09-23,Sep 2024,Fine Jewellery,Cactus de Cartier,Thailand,50,43,54,5.0,15,109,Low,Low,19008.53
2024-10-23,Oct 2024,Fine Jewellery,Cactus de Cartier,Thailand,41,34,37,4.4,12,70,Low,Low,14084.4
2024-11-22,Nov 2024,Fine Jewellery,Cactus de Cartier,Thailand,123,136,137,4.0,36,39,Low,Low,16422.91
2023-07-01,Jul 2023,Fine Jewellery,Cactus de Cartier,India,107,110,105,3.8,38,113,Low,Low,4671.79
2023-07-31,Jul 2023,Fine Jewellery,Cactus de Cartier,India,145,152,168,4.4,51,49,Low,Low,23526.35
2023-08-30,Aug 2023,Fine Jewellery,Cactus de Cartier,India,93,92,109,4.7,27,19,Low,Low,20542.28
2023-09-29,Sep 2023,Fine Jewellery,Cactus de Cartier,India,194,179,219,4.9,58,61,Low,Low,19898.66
2023-10-29,Oct 2023,Fine Jewellery,Cactus de Cartier,India,155,135,116,3.4,46,92,Medium,Low,23198.09
2023-11-28,Nov 2023,Fine Jewellery,Cactus de Cartier,India,182,186,237,5.1,54,99,Low,Medium,11162.3
2023-12-28,Dec 2023,Fine Jewellery,Cactus de Cartier,India,107,105,113,4.3,24,53,Low,Low,29128.73
2024-01-27,Jan 2024,Fine Jewellery,Cactus de Cartier,India,246,287,329,4.6,52,115,Low,Medium,7197.19
2024-02-26,Feb 2024,Fine Jewellery,Cactus de Cartier,India,107,132,122,3.7,23,20,Low,Low,16332.83
2024-03-27,Mar 2024,Fine Jewellery,Cactus de Cartier,India,101,106,134,5.1,30,112,Low,Medium,29002.93
2024-04-26,Apr 2024,Fine Jewellery,Cactus de Cartier,India,100,90,111,4.9,30,27,Low,Low,17793.89
2024-05-26,May 2024,Fine Jewellery,Cactus de Cartier,India,105,104,137,5.3,31,104,Low,Medium,9368.03
2024-06-25,Jun 2024,Fine Jewellery,Cactus de Cartier,India,56,46,47,4.1,19,115,Low,Low,28906.29
2024-07-25,Jul 2024,Fine Jewellery,Cactus de Cartier,India,131,106,143,5.4,46,62,Low,Low,5998.18
2024-08-24,Aug 2024,Fine Jewellery,Cactus de Cartier,India,120,129,146,4.5,36,33,Low,Medium,11553.39
2024-09-23,Sep 2024,Fine Jewellery,Cactus de Cartier,India,99,97,83,3.4,29,92,Low,Low,28647.25
2024-10-23,Oct 2024,Fine Jewellery,Cactus de Cartier,India,133,121,172,5.7,39,96,Low,Medium,28003.45
2024-11-22,Nov 2024,Fine Jewellery,Cactus de Cartier,India,151,150,117,3.1,45,20,Medium,Low,3412.69
2023-07-01,Jul 2023,Fine Jewellery,Trinity Ring,China,102,117,98,3.4,36,78,Low,Low,26591.3
2023-07-31,Jul 2023,Fine Jewellery,Trinity Ring,China,95,105,97,3.7,33,27,Low,Low,15053.84
2023-08-30,Aug 2023,Fine Jewellery,Trinity Ring,China,198,234,231,3.9,59,65,Low,Low,19106.04
2023-09-29,Sep 2023,Fine Jewellery,Trinity Ring,China,145,148,151,4.1,43,56,Low,Low,27607.02
2023-10-29,Oct 2023,Fine Jewellery,Trinity Ring,China,47,48,60,5.0,14,31,Low,Medium,8221.7
2023-11-28,Nov 2023,Fine Jewellery,Trinity Ring,China,157,161,161,4.0,47,87,Low,Low,11875.48
2023-12-28,Dec 2023,Fine Jewellery,Trinity Ring,China,165,132,128,3.9,38,16,Medium,Low,8863.23
2024-01-27,Jan 2024,Fine Jewellery,Trinity Ring,China,58,47,66,5.6,12,69,Low,Low,16203.41
2024-02-26,Feb 2024,Fine Jewellery,Trinity Ring,China,47,56,61,4.4,10,83,Low,Medium,28105.96
2024-03-27,Mar 2024,Fine Jewellery,Trinity Ring,China,133,109,162,5.9,39,72,Low,Medium,19551.65
2024-04-26,Apr 2024,Fine Jewellery,Trinity Ring,China,145,145,165,4.6,43,31,Low,Low,27188.18
2024-05-26,May 2024,Fine Jewellery,Trinity Ring,China,95,118,126,4.3,28,64,Low,Medium,21034.17
2024-06-25,Jun 2024,Fine Jewellery,Trinity Ring,China,109,106,120,4.5,38,43,Low,Low,12550.11
2024-07-25,Jul 2024,Fine Jewellery,Trinity Ring,China,71,84,63,3.0,25,79,Low,Low,24847.14
2024-08-24,Aug 2024,Fine Jewellery,Trinity Ring,China,32,31,26,3.4,9,78,Low,Low,4622.75
2024-09-23,Sep 2024,Fine Jewellery,Trinity Ring,China,76,84,81,3.9,22,38,Low,Low,11894.43
2024-10-23,Oct 2024,Fine Jewellery,Trinity Ring,China,114,125,102,3.3,34,107,Low,Low,9533.04
2024-11-22,Nov 2024,Fine Jewellery,Trinity Ring,China,160,151,179,4.7,48,29,Low,Low,18823.38
2023-07-01,Jul 2023,Fine Jewellery,Trinity Ring,Japan,45,47,55,4.7,15,33,Low,Medium,7134.09
2023-07-31,Jul 2023,Fine Jewellery,Trinity Ring,Japan,133,143,155,4.3,47,72,Low,Low,10609.69
2023-08-30,Aug 2023,Fine Jewellery,Trinity Ring,Japan,77,63,100,6.3,23,50,Low,Medium,24465.07
2023-09-29,Sep 2023,Fine Jewellery,Trinity Ring,Japan,110,103,95,3.7,33,51,Low,Low,29434.79
2023-10-29,Oct 2023,Fine Jewellery,Trinity Ring,Japan,183,149,230,6.2,54,106,Low,Medium,19767.61
2023-11-28,Nov 2023,Fine Jewellery,Trinity Ring,Japan,55,44,56,5.1,16,26,Low,Low,14951.24
2023-12-28,Dec 2023,Fine Jewellery,Trinity Ring,Japan,202,206,194,3.8,46,40,Low,Low,21121.25
2024-01-27,Jan 2024,Fine Jewellery,Trinity Ring,Japan,133,126,148,4.7,28,31,Low,Low,15642.77
2024-02-26,Feb 2024,Fine Jewellery,Trinity Ring,Japan,201,179,259,5.8,43,102,Low,Medium,17901.55
2024-03-27,Mar 2024,Fine Jewellery,Trinity Ring,Japan,140,131,152,4.6,42,74,Low,Low,22123.37
2024-04-26,Apr 2024,Fine Jewellery,Trinity Ring,Japan,65,79,60,3.0,19,95,Low,Low,27055.2
2024-05-26,May 2024,Fine Jewellery,Trinity Ring,Japan,66,70,80,4.6,19,58,Low,Medium,21976.86
2024-06-25,Jun 2024,Fine Jewellery,Trinity Ring,Japan,72,61,74,4.9,25,16,Low,Low,15978.1
2024-07-25,Jul 2024,Fine Jewellery,Trinity Ring,Japan,72,58,72,5.0,25,47,Low,Low,2501.05
2024-08-24,Aug 2024,Fine Jewellery,Trinity Ring,Japan,93,109,100,3.7,27,30,Low,Low,13711.16
2024-09-23,Sep 2024,Fine Jewellery,Trinity Ring,Japan,122,119,91,3.1,36,106,Medium,Low,27613.48
2024-10-23,Oct 2024,Fine Jewellery,Trinity Ring,Japan,190,198,145,2.9,57,99,Medium,Low,10053.32
2024-11-22,Nov 2024,Fine Jewellery,Trinity Ring,Japan,97,79,115,5.8,29,102,Low,Low,10850.96
2023-07-01,Jul 2023,Fine Jewellery,Trinity Ring,South Korea,147,144,115,3.2,52,56,Medium,Low,13465.13
2023-07-31,Jul 2023,Fine Jewellery,Trinity Ring,South Korea,121,100,138,5.5,42,19,Low,Low,3158.62
2023-08-30,Aug 2023,Fine Jewellery,Trinity Ring,South Korea,50,61,56,3.7,15,60,Low,Low,8472.05
2023-09-29,Sep 2023,Fine Jewellery,Trinity Ring,South Korea,49,61,44,2.9,14,85,Low,Low,19033.18
2023-10-29,Oct 2023,Fine Jewellery,Trinity Ring,South Korea,146,140,128,3.7,43,114,Low,Low,20895.19
2023-11-28,Nov 2023,Fine Jewellery,Trinity Ring,South Korea,99,97,86,3.5,29,45,Low,Low,21156.3
2023-12-28,Dec 2023,Fine Jewellery,Trinity Ring,South Korea,75,73,91,5.0,17,73,Low,Medium,29053.37
2024-01-27,Jan 2024,Fine Jewellery,Trinity Ring,South Korea,197,232,213,3.7,42,67,Low,Low,17216.02
2024-02-26,Feb 2024,Fine Jewellery,Trinity Ring,South Korea,232,236,187,3.2,49,100,Low,Low,29962.32
2024-03-27,Mar 2024,Fine Jewellery,Trinity Ring,South Korea,72,79,68,3.4,21,58,Low,Low,25156.57
2024-04-26,Apr 2024,Fine Jewellery,Trinity Ring,South Korea,129,121,139,4.6,38,26,Low,Low,22683.48
2024-05-26,May 2024,Fine Jewellery,Trinity Ring,South Korea,34,29,33,4.6,10,65,Low,Low,6570.38
2024-06-25,Jun 2024,Fine Jewellery,Trinity Ring,South Korea,113,121,118,3.9,40,67,Low,Low,23737.0
2024-07-25,Jul 2024,Fine Jewellery,Trinity Ring,South Korea,87,76,91,4.8,30,99,Low,Low,21394.89
2024-08-24,Aug 2024,Fine Jewellery,Trinity Ring,South Korea,128,112,119,4.2,38,90,Low,Low,26354.67
2024-09-23,Sep 2024,Fine Jewellery,Trinity Ring,South Korea,168,140,136,3.9,50,34,Low,Low,6338.14
2024-10-23,Oct 2024,Fine Jewellery,Trinity Ring,South Korea,189,210,191,3.6,56,36,Low,Low,18074.62
2024-11-22,Nov 2024,Fine Jewellery,Trinity Ring,South Korea,72,74,72,3.9,21,67,Low,Low,16639.65
2023-07-01,Jul 2023,Fine Jewellery,Trinity Ring,Australia,24,20,22,4.4,8,68,Low,Low,2885.85
2023-07-31,Jul 2023,Fine Jewellery,Trinity Ring,Australia,39,46,50,4.3,14,45,Low,Medium,27644.12
2023-08-30,Aug 2023,Fine Jewellery,Trinity Ring,Australia,159,194,126,2.6,47,32,Medium,Low,6244.07
2023-09-29,Sep 2023,Fine Jewellery,Trinity Ring,Australia,185,177,152,3.4,55,119,Low,Low,4211.43
2023-10-29,Oct 2023,Fine Jewellery,Trinity Ring,Australia,138,121,175,5.8,41,106,Low,Medium,11418.49
2023-11-28,Nov 2023,Fine Jewellery,Trinity Ring,Australia,175,145,197,5.4,52,73,Low,Low,4827.32
2023-12-28,Dec 2023,Fine Jewellery,Trinity Ring,Australia,201,168,234,5.6,46,55,Low,Low,2162.62
2024-01-27,Jan 2024,Fine Jewellery,Trinity Ring,Australia,72,81,68,3.4,15,23,Low,Low,4735.66
2024-02-26,Feb 2024,Fine Jewellery,Trinity Ring,Australia,197,245,169,2.8,42,73,Low,Low,24359.43
2024-03-27,Mar 2024,Fine Jewellery,Trinity Ring,Australia,39,35,29,3.3,11,92,Medium,Low,18297.61
2024-04-26,Apr 2024,Fine Jewellery,Trinity Ring,Australia,86,92,66,2.9,25,61,Medium,Low,4658.64
2024-05-26,May 2024,Fine Jewellery,Trinity Ring,Australia,122,141,100,2.8,36,77,Low,Low,10564.77
2024-06-25,Jun 2024,Fine Jewellery,Trinity Ring,Australia,29,30,35,4.7,10,51,Low,Medium,16874.24
2024-07-25,Jul 2024,Fine Jewellery,Trinity Ring,Australia,150,151,191,5.1,53,67,Low,Medium,22733.76
2024-08-24,Aug 2024,Fine Jewellery,Trinity Ring,Australia,182,160,161,4.0,54,38,Low,Low,28327.18
2024-09-23,Sep 2024,Fine Jewellery,Trinity Ring,Australia,103,83,125,6.0,30,118,Low,Medium,17949.19
2024-10-23,Oct 2024,Fine Jewellery,Trinity Ring,Australia,165,186,142,3.1,49,96,Low,Low,12248.49
2024-11-22,Nov 2024,Fine Jewellery,Trinity Ring,Australia,33,33,26,3.2,9,83,Medium,Low,12076.52
2023-07-01,Jul 2023,Fine Jewellery,Trinity Ring,Singapore,39,38,39,4.1,13,74,Low,Low,13647.42
2023-07-31,Jul 2023,Fine Jewellery,Trinity Ring,Singapore,121,143,142,4.0,42,27,Low,Low,28447.06
2023-08-30,Aug 2023,Fine Jewellery,Trinity Ring,Singapore,33,33,42,5.1,9,107,Low,Medium,11444.02
2023-09-29,Sep 2023,Fine Jewellery,Trinity Ring,Singapore,160,132,179,5.4,48,73,Low,Low,16786.33
2023-10-29,Oct 2023,Fine Jewellery,Trinity Ring,Singapore,144,172,187,4.3,43,68,Low,Medium,18740.73
2023-11-28,Nov 2023,Fine Jewellery,Trinity Ring,Singapore,158,144,162,4.5,47,54,Low,Low,3231.95
2023-12-28,Dec 2023,Fine Jewellery,Trinity Ring,Singapore,206,192,192,4.0,47,111,Low,Low,18335.7
2024-01-27,Jan 2024,Fine Jewellery,Trinity Ring,Singapore,250,244,249,4.1,53,41,Low,Low,18510.76
2024-02-26,Feb 2024,Fine Jewellery,Trinity Ring,Singapore,243,272,215,3.2,52,43,Low,Low,6875.43
2024-03-27,Mar 2024,Fine Jewellery,Trinity Ring,Singapore,190,179,180,4.0,57,37,Low,Low,17854.13
2024-04-26,Apr 2024,Fine Jewellery,Trinity Ring,Singapore,65,65,75,4.6,19,25,Low,Low,6921.06
2024-05-26,May 2024,Fine Jewellery,Trinity Ring,Singapore,179,217,176,3.2,53,21,Low,Low,3805.46
2024-06-25,Jun 2024,Fine Jewellery,Trinity Ring,Singapore,73,73,89,4.9,26,83,Low,Medium,14939.05
2024-07-25,Jul 2024,Fine Jewellery,Trinity Ring,Singapore,121,127,108,3.4,42,87,Low,Low,3139.14
2024-08-24,Aug 2024,Fine Jewellery,Trinity Ring,Singapore,145,152,112,2.9,43,115,Medium,Low,2976.55
2024-09-23,Sep 2024,Fine Jewellery,Trinity Ring,Singapore,131,106,176,6.6,39,48,Low,Medium,13136.65
2024-10-23,Oct 2024,Fine Jewellery,Trinity Ring,Singapore,126,150,159,4.2,37,67,Low,Medium,16231.66
2024-11-22,Nov 2024,Fine Jewellery,Trinity Ring,Singapore,71,80,89,4.5,21,80,Low,Medium,23396.82
2023-07-01,Jul 2023,Fine Jewellery,Trinity Ring,Hong Kong,63,51,72,5.6,22,47,Low,Low,26681.35
2023-07-31,Jul 2023,Fine Jewellery,Trinity Ring,Hong Kong,58,57,67,4.7,20,27,Low,Low,15630.8
2023-08-30,Aug 2023,Fine Jewellery,Trinity Ring,Hong Kong,152,173,116,2.7,45,15,Medium,Low,10866.37
2023-09-29,Sep 2023,Fine Jewellery,Trinity Ring,Hong Kong,74,81,62,3.1,22,29,Low,Low,25666.2
2023-10-29,Oct 2023,Fine Jewellery,Trinity Ring,Hong Kong,97,88,94,4.3,29,113,Low,Low,10548.88
2023-11-28,Nov 2023,Fine Jewellery,Trinity Ring,Hong Kong,46,56,55,3.9,13,107,Low,Low,9871.94
2023-12-28,Dec 2023,Fine Jewellery,Trinity Ring,Hong Kong,71,68,62,3.6,16,74,Low,Low,4324.04
2024-01-27,Jan 2024,Fine Jewellery,Trinity Ring,Hong Kong,44,40,46,4.6,9,79,Low,Low,5745.45
2024-02-26,Feb 2024,Fine Jewellery,Trinity Ring,Hong Kong,54,44,63,5.7,11,114,Low,Low,27114.28
2024-03-27,Mar 2024,Fine Jewellery,Trinity Ring,Hong Kong,61,50,69,5.5,18,100,Low,Low,23665.9
2024-04-26,Apr 2024,Fine Jewellery,Trinity Ring,Hong Kong,171,160,175,4.4,51,107,Low,Low,23057.95
2024-05-26,May 2024,Fine Jewellery,Trinity Ring,Hong Kong,139,112,106,3.8,41,90,Medium,Low,14787.9
2024-06-25,Jun 2024,Fine Jewellery,Trinity Ring,Hong Kong,132,140,110,3.1,46,98,Low,Low,7500.62
